article	token
67068	ondes
67068	Les
67068	recherches
67068	qui
67068	y
67068	sont
67068	menées
67068	s'
67068	étendent
67068	des
67068	concepts
67068	fondamentaux
67068	aux
67068	applications
67068	les
67068	plus
67068	poussées
67068	de
67068	l'
67068	imagerie
67068	multi
67068	ondes
67068	acousto
67068	optique
67068	photo
67068	acoustique
67068	élastographie
67068	par
67068	ultrasons
67068	ou
67068	IRM
67068	aux
67068	techniques
67068	originales
67068	de
67068	focalisation
67068	retournement
67068	temporel
67068	filtre
67068	inverse
67068	contrôle
67068	de
67068	front
67068	d'
67068	ondes
67068	en
67068	passant
67068	par
67068	la
67068	création
67068	d'
67068	entreprises
67068	mettant
67068	en
67068	oeuvre
67068	ces
67068	nouvelles
67068	technologies
67068	dans
67068	les
67068	domaines
67068	du
67068	biomédical
67068	des
67068	télécommunications
67068	de
67068	la
67068	domotique
67068	etc
67068	L'
67068	aventure
67068	se
67068	poursuit
67068	toujours
67068	dans
67068	la
67068	pluridisciplinarité
67068	qui
67068	est
67068	la
67068	clé
67068	de
67068	notre
67068	réussite
67068	Aussi
67068	faut
67068	il
67068	impérativement
67068	la
67068	préserver
67068	conclut
67068	il
67071	Recherche
67071	pour
67071	l'
67071	environnement
67071	AllEnvi
67071	publie
67071	son
67071	premier
67071	rapport
67071	AllENVI
67071	l'
67071	Alliance
67071	nationale
67071	de
67071	recherche
67071	pour
67071	l'
67071	Environnement
67071	a
67071	été
67071	créée
67071	le
67071	9
67071	février
67071	2010
67071	à
67071	l'
67071	initiative
67071	de
67071	Valérie
67071	Pécresse
67071	ministre
67071	de
67071	l'
67071	Enseignement
67071	supérieur
67071	et
67071	de
67071	la
67071	Recherche
67071	L'
67071	environnement
67071	est
67071	un
67071	système
67071	complexe
67071	qui
67071	recouvre
67071	un
67071	champ
67071	très
67071	étendu
67071	de
67071	l'
67071	agroécologie
67071	à
67071	l'
67071	aménagement
67071	des
67071	territoires
67071	en
67071	passant
67071	par
67071	les
67071	sciences
67071	de
67071	la
67071	mer
67071	ou
67071	du
67071	climat
67071	Biologie
67071	écologie
67071	physico
67071	chimie
67071	mathématiques
67071	appliquées
67071	géographie
67071	sciences
67071	économiques
67071	et
67071	sociales
67071	Toutes
67071	les
67071	disciplines
67071	sont
67071	mobilisées
67071	par
67071	les
67071	sciences
67071	environnementales
67071	rappelle
67071	en
67071	introduction
67071	Roger
67071	Genet
67071	Président
67071	d'
67071	AllEnvi
67071	et
67071	directeur
67071	général
67071	du
67071	Cemagref
67071	D'
67071	où
67071	la
67071	nécessité
67071	pour
67071	mieux
67071	programmer
67071	et
67071	coordonner
67071	l'
67071	interdisciplinarité
67071	qui
67071	caractérise
67071	cette
67071	recherche
67071	de
67071	regrouper
67071	les
67071	principaux
67071	opérateurs
67071	de
67071	recherche
67071	dans
67071	le
67071	domaine
67071	de
67071	l'
67071	environnement
67071	au
67071	sein
67071	de
67071	cette
67071	Alliance
67071	nationale
67071	de
67071	recherche
67071	pour
67071	l'
67071	Environnement
67071	qui
67071	compte
67071	12
67071	membres
67071	fondateurs
67071	1
67071	Alimentation
67071	Eau
67071	Climat
67071	et
67071	Territoires
67071	constituent
67071	les
67071	quatre
67071	grands
67071	enjeux
67071	d'
67071	AllEnvi
67071	De
67071	véritables
67071	défis
67071	à
67071	relever
67071	pour
67071	les
67071	décennies
67071	à
67071	venir
67071	puisqu'
67071	il
67071	s'
67071	agira
67071	notamment
67071	en
67071	matière
67071	d'
67071	alimentation
67071	de
67071	parvenir
67071	à
67071	nourrir
67071	9
67071	milliards
67071	d'
67071	individus
67071	à
67071	l'
67071	horizon
67071	2050
67071	Concernant
67071	l'
67071	eau
67071	son
67071	accès
67071	devra
67071	être
67071	garanti
67071	au
67071	plan
67071	mondial
67071	non
67071	seulement
67071	en
67071	qualité
67071	mais
67071	nécessairement
67071	en
67071	quantité
67071	Autre
67071	défi
67071	de
67071	taille
67071	auquel
67071	l'
67071	humanité
67071	devra
67071	faire
67071	face
67071	les
67071	changements
67071	climatiques
67071	et
67071	l'
67071	érosion
67071	de
67071	la
67071	biodiversité
67071	Enfin
67071	toutes
67071	les
67071	populations
67071	de
67071	la
67071	planète
67071	devront
67071	respecter
67071	un
67071	impératif
67071	celui
67071	de
67071	la
67071	qualité
67071	environnementale
67071	des
67071	territoires
67071	Au
67071	sein
67071	d'
67071	AllEnvi
67071	le
67071	travail
67071	des
67071	chercheurs
67071	est
67071	organisé
67071	en
67071	12
67071	groupes
67071	thématiques
67071	réunissant
67071	plus
67071	de
67071	250
67071	experts
67071	scientifiques
67071	Agroécologie
67071	et
67071	Sol
67071	Aliments
67071	et
67071	Alimentation
67071	Biodiversité
67071	Biologie
67071	des
67071	plantes
67071	Climat
67071	Evolution
67071	Adaptation
67071	Atténuation
67071	Impacts
67071	Eau
67071	Ecotechnologies
67071	et
67071	Chimie
67071	durable
67071	Sciences
67071	de
67071	la
67071	mer
67071	et
67071	Ressources
67071	marines
67071	Risques
67071	environnementaux
67071	naturels
67071	et
67071	écotoxiques
67071	Territoires
67071	et
67071	Ressources
67071	naturelles
67071	Villes
67071	et
67071	Mobilités
67071	Evaluation
67071	environnementale
67071	et
67071	Cycle
67071	de
67071	vie
67071	Un
67071	nouvel
67071	élan
67071	a
67071	été
67071	initié
67071	déclare
67071	le
67071	Président
67071	d'
67071	AllEnvi
67071	Il
67071	revient
67071	maintenant
67071	à
67071	nos
67071	15
67071	000
67071	scientifiques
67071	chercheurs
67071	ingénieurs
67071	et
67071	techniciens
67071	d'
67071	identifier
67071	concevoir
67071	valider
67071	et
67071	déployer
67071	les
67071	solutions
67071	qui
67071	permettront
67071	de
67071	relever
67071	les
67071	défis
67071	de
67071	la
67071	transition
67071	écologique
67071	vers
67071	une
67071	croissante
67071	verte
67071	conclut
67071	il
67071	dans
67071	l'
67071	introduction
67071	du
67071	premier
67071	rapport
67071	publié
67071	par
67071	cette
67071	Alliance
67071	nationale
67071	de
67071	recherche
67071	pour
67071	l'
67071	Environnement
67071	1
67071	BRGM
67071	CEA
67071	Cemagref
67071	Cirad
67071	CNRS
67071	Ifremer
67071	IFSTTAR
67071	INRA
67071	IRD
67071	Conférence
67071	des
67071	Présidents
67071	d'
67071	Universités
67071	Météo
67071	France
67071	Muséum
67071	National
67071	d'
67071	Histoire
67071	Naturelle
67383	Une
67383	médaille
67383	de
67383	l'
67383	innovation
67383	qui
67383	récompense
67383	un
67383	roboticien
67383	qui
67383	ne
67383	cesse
67383	d'
67383	innover
67383	Le
67383	27
67383	avril
67383	dernier
67383	le
67383	CNRS
67383	a
67383	décerné
67383	pour
67383	la
67383	première
67383	fois
67383	la
67383	Médaille
67383	de
67383	l'
67383	Innovation
67383	Parmi
67383	les
67383	trois
67383	lauréats
67383	François
67383	Pierrot
67383	directeur
67383	de
67383	recherche
67383	au
67383	CNRS
67383	au
67383	sein
67383	du
67383	Laboratoire
67383	d'
67383	Informatique
67383	de
67383	Robotique
67383	et
67383	de
67383	Microélectronique
67383	de
67383	Montpellier
67383	le
67383	LIRMM
67383	Réputé
67383	mondialement
67383	ce
67383	roboticien
67383	a
67383	notamment
67383	participé
67383	à
67383	la
67383	conception
67383	et
67383	au
67383	développement
67383	du
67383	robot
67383	parallèle
67383	le
67383	plus
67383	rapide
67383	du
67383	monde
67383	dont
67383	le
67383	brevet
67383	a
67383	été
67383	racheté
67383	par
67383	l'
67383	entreprise
67383	américaine
67383	leader
67383	dans
67383	le
67383	domaine
67383	des
67383	systèmes
67383	robotisés
67383	Adept
67383	Autant
67383	dire
67383	que
67383	contrairement
67383	à
67383	beaucoup
67383	de
67383	gens
67383	qui
67383	dissertent
67383	sur
67383	l'
67383	innovation
67383	ce
67383	chercheur
67383	lui
67383	sait
67383	ce
67383	qu'
67383	est
67383	l'
67383	innovation
67383	puisqu'
67383	il
67383	la
67383	vit
67383	et
67383	la
67383	pratique
67383	au
67383	quotidien
67383	Qui
67383	plus
67383	est
67383	il
67383	en
67383	parle
67383	remarquablement
67383	bien
67383	Pour
67383	innover
67383	il
67383	faut
67383	évidemment
67383	des
67383	idées
67383	c'
67383	est
67383	indispensable
67383	mais
67383	aussi
67383	souvent
67383	beaucoup
67383	de
67383	chance
67383	Or
67383	depuis
67383	le
67383	début
67383	de
67383	ma
67383	carrière
67383	je
67383	n'
67383	ai
67383	cessé
67383	d'
67383	en
67383	avoir
67383	déclare
67383	t
67383	il
67383	d'
67383	emblée
67383	Il
67383	rappelle
67383	que
67383	la
67383	première
67383	chance
67383	de
67383	sa
67383	carrière
67383	professionnelle
67383	est
67383	d'
67383	avoir
67383	été
67383	recruté
67383	au
67383	CNRS
67383	qui
67383	me
67383	soutient
67383	depuis
67383	plus
67383	de
67383	vingt
67383	ans
67383	et
67383	m'
67383	accorde
67383	une
67383	très
67383	grande
67383	liberté
67383	dans
67383	mon
67383	travail
67383	ce
67383	qui
67383	est
67383	important
67383	Pour
67383	lui
67383	l'
67383	innovation
67383	n'
67383	est
67383	pas
67383	un
67383	travail
67383	solitaire
67383	bien
67383	au
67383	contraire
67383	D'
67383	où
67383	la
67383	nécessité
67383	de
67383	disposer
67383	d'
67383	une
67383	équipe
67383	Et
67383	sa
67383	seconde
67383	chance
67383	est
67383	d'
67383	avoir
67383	été
67383	recruté
67383	à
67383	Montpellier
67383	une
67383	ville
67383	magnifique
67383	qui
67383	dispose
67383	d'
67383	un
67383	potentiel
67383	de
67383	recherche
67383	tout
67383	à
67383	fait
67383	exceptionnel
67383	et
67383	en
67383	particulier
67383	d'
67383	un
67383	laboratoire
67383	réputé
67383	mondialement
67383	le
67383	LIRMM
67383	Ce
67383	laboratoire
67383	exceptionnel
67383	renferme
67383	une
67383	équipe
67383	de
67383	robotique
67383	qui
67383	concentre
67383	de
67383	grands
67383	talents
67383	avec
67383	lesquels
67383	je
67383	travaille
67383	au
67383	quotidien
67383	Et
67383	tous
67383	ensemble
67383	nous
67383	avons
67383	pu
67383	transformer
67383	nos
67383	idées
67383	en
67383	produits
67383	notamment
67383	en
67383	France
67383	en
67383	Europe
67383	aux
67383	Etats
67383	Unis
67383	et
67383	au
67383	Japon
67383	et
67383	créer
67383	une
67383	entreprise
67383	Wany
67383	Robotics
67383	s'
67383	enthousiasme
67383	t
67383	il
67383	François
67383	Pierrot
67383	rappelle
67383	que
67383	la
67383	démarche
67383	d'
67383	innovation
67383	est
67383	en
67383	fait
67383	la
67383	conjonction
67383	d'
67383	un
67383	problème
67383	théorique
67383	qui
67383	en
67383	général
67383	sert
67383	de
67383	fil
67383	conducteur
67383	à
67383	une
67383	thèse
67383	et
67383	d'
67383	un
67383	problème
67383	industriel
67383	De
67383	cette
67383	rencontre
67383	va
67383	émerger
67383	des
67383	prototypes
67383	à
67383	la
67383	fois
67383	cohérents
67383	avec
67383	la
67383	démarche
67383	scientifique
67383	théorique
67383	et
67383	proche
67383	du
67383	besoin
67383	industriel
67383	C'
67383	est
67383	à
67383	partir
67383	de
67383	ces
67383	prototypes
67383	que
67383	nous
67383	allons
67383	pouvoir
67383	faire
67383	des
67383	démonstrations
67383	auprès
67383	d'
67383	industriels
67383	potentiellement
67383	intéressés
67383	et
67383	chercher
67383	à
67383	aller
67383	le
67383	plus
67383	loin
67383	possible
67383	afin
67383	d'
67383	aboutir
67383	à
67383	des
67383	solutions
67383	crédibles
67383	qui
67383	puissent
67383	avoir
67383	un
67383	sens
67383	à
67383	la
67383	fois
67383	scientifique
67383	technique
67383	et
67383	éventuellement
67383	économique
67383	si
67383	l'
67383	objectif
67383	est
67383	de
67383	mettre
67383	un
67383	produit
67383	sur
67383	le
67383	marché
67383	résume
67383	t
67383	il
67383	C'
67383	est
67383	en
67383	appliquant
67383	cette
67383	démarche
67383	que
67383	son
67383	équipe
67383	a
67383	conçu
67383	le
67383	robot
67383	parallèle
67383	le
67383	plus
67383	rapide
67383	de
67383	tout
67383	le
67383	marché
67383	mondial
67383	La
67383	clé
67383	de
67383	l'
67383	innovation
67383	de
67383	ce
67383	robot
67383	ce
67383	sont
67383	les
67383	quatre
67383	chaînes
67383	en
67383	parallèle
67383	qui
67383	agissent
67383	toutes
67383	en
67383	même
67383	temps
67383	sur
67383	un
67383	seul
67383	organe
67383	ce
67383	qui
67383	permet
67383	de
67383	déplacer
67383	extrêmement
67383	vite
67383	par
67383	exemple
67383	des
67383	chocolats
67383	lors
67383	de
67383	leur
67383	mise
67383	en
67383	boîte
67383	ou
67383	des
67383	poissons
67383	dans
67383	des
67383	barquettes
67383	voire
67383	dans
67383	le
67383	secteur
67383	de
67383	la
67383	microélectronique
67383	déplacer
67383	le
67383	plus
67383	vite
67383	possible
67383	des
67383	composants
67383	que
67383	l'
67383	on
67383	cherche
67383	à
67383	assembler
67383	explique
67383	t
67383	il
67383	Aujourd'
67383	hui
67383	François
67383	Pierrot
67383	poursuit
67383	différents
67383	projets
67383	en
67383	particulier
67383	avec
67383	une
67383	fondation
67383	de
67383	recherche
67383	privée
67383	espagnole
67383	Tecnalia
67383	Cette
67383	fondation
67383	a
67383	été
67383	pour
67383	nous
67383	le
67383	véritable
67383	relais
67383	pour
67383	transformer
67383	nos
67383	connaissances
67383	en
67383	avantages
67383	compétitifs
67383	dans
67383	les
67383	entreprises
67383	souligne
67383	le
67383	chercheur
67383	du
67383	Lirmm
67383	Il
67383	y
67383	a
67383	quatre
67383	ans
67383	cette
67383	fondation
67383	a
67383	même
67383	créé
67383	une
67383	filiale
67383	à
67383	Montpellier
67383	La
67383	chance
67383	toujours
67383	cette
67383	chance
67383	qu'
67383	évoque
67383	François
67383	Pierrot
67383	Celle
67383	de
67383	travailler
67383	dans
67383	un
67383	établissement
67383	de
67383	recherche
67383	qui
67383	l'
67383	a
67383	laissé
67383	vivre
67383	sa
67383	vie
67383	de
67383	collaborer
67383	avec
67383	des
67383	collègues
67383	remarquablement
67383	créatifs
67383	enfin
67383	de
67383	trouver
67383	le
67383	relais
67383	nécessaire
67383	avec
67383	Tecnalia
67383	Et
67383	puis
67383	beaucoup
67383	d'
67383	idées
67383	originales
67383	Telle
67383	est
67383	la
67383	recette
67383	pour
67383	innover
67383	selon
67383	le
67383	chercheur
67383	de
67383	Montpellier
67385	Produire
67385	du
67385	biogaz
67385	et
67385	absorber
67385	du
67385	CO2
67385	grâce
67385	à
67385	des
67385	micro
67385	algues
67385	Utiliser
67385	la
67385	digestion
67385	de
67385	micro
67385	algues
67385	par
67385	des
67385	bactéries
67385	pour
67385	produire
67385	du
67385	biométhane
67385	biocarburant
67385	apparaît
67385	comme
67385	une
67385	solution
67385	prometteuse
67385	pour
67385	l'
67385	avenir
67385	Avec
67385	une
67385	croissance
67385	plus
67385	rapide
67385	que
67385	les
67385	autres
67385	végétaux
67385	et
67385	une
67385	utilisation
67385	plus
67385	efficace
67385	de
67385	la
67385	lumière
67385	les
67385	micro
67385	algues
67385	présentent
67385	en
67385	effet
67385	un
67385	bon
67385	rendement
67385	énergétique
67385	Depuis
67385	plusieurs
67385	années
67385	l'
67385	équipe
67385	projet
67385	Biocore
67385	de
67385	l'
67385	Inria
67385	Sophia
67385	Antipolis
67385	Méditerranée
67385	travaille
67385	sur
67385	le
67385	sujet
67385	en
67385	collaboration
67385	avec
67385	ses
67385	partenaires
67385	de
67385	l'
67385	Inra
67385	et
67385	de
67385	l'
67385	Ifremer
67385	Et
67385	visiblement
67385	les
67385	résultats
67385	sont
67385	au
67385	rendez
67385	vous
67385	puisque
67385	deux
67385	brevets
67385	ont
67385	déjà
67385	été
67385	déposés
67385	en
67385	2006
67385	puis
67385	en
67385	2009
67385	Ils
67385	concernent
67385	un
67385	procédé
67385	de
67385	méthanisation
67385	des
67385	micro
67385	algues
67385	qui
67385	permet
67385	d'
67385	utiliser
67385	des
67385	résidus
67385	de
67385	la
67385	digestion
67385	comme
67385	l'
67385	ammoniac
67385	et
67385	les
67385	engrais
67385	phosphatés
67385	pour
67385	nourrir
67385	les
67385	algues
67385	elles
67385	mêmes
67385	Le
67385	couplage
67385	production
67385	culture
67385	permet
67385	ainsi
67385	de
67385	limiter
67385	les
67385	rejets
67385	dans
67385	l'
67385	environnement
67385	De
67385	plus
67385	le
67385	gaz
67385	carbonique
67385	fixé
67385	par
67385	les
67385	micro
67385	algues
67385	au
67385	cours
67385	de
67385	la
67385	photosynthèse
67385	est
67385	valorisé
67385	Aujourd'
67385	hui
67385	l'
67385	Inria
67385	est
67385	ses
67385	partenaires
67385	entament
67385	une
67385	seconde
